Player,#,Class,Pos,Height,Weight,Hometown,High School,RSCI Top 100,Summary
14,SR,G,6-6,210,"Baldwin, NY",Our Saviour Lutheran (NY),,"15.5 Pts, 6.7 Reb, 1.2 Ast",
22,SR,G,6-6,210,"Middletown, DE",Appoquinimink High School,79 (2017),"9.8 Pts, 3.9 Reb, 1.0 Ast",
0,SO,G,6-5,180,"Brooklyn, NY",Brewster Academy,89 (2020),"8.8 Pts, 3.6 Reb, 4.1 Ast",
15,SR,G,6-2,198,"North Brunswick, NJ",St. Patrick High School,,"7.9 Pts, 1.1 Reb, 0.9 Ast",
10,JR,F,6-8,234,"Paris, France",Putnam Science Academy,,"8.1 Pts, 7.6 Reb, 0.8 Ast",
2,JR,F,6-9,205,"Detroit, MI",Sunrise Christian (KS),77 (2019),"6.8 Pts, 3.5 Reb, 0.4 Ast",
1,SR,G,6-0,180,"Randolph, NJ",The Patrick School,,"14.5 Pts, 2.1 Reb, 2.7 Ast",
4,JR,F,6-10,235,"Montr̩al, Canada",Orangeville Prep,,"7.3 Pts, 5.2 Reb, 0.2 Ast",
21,SR,C,7-2,270,"Abuja, Nigeria",Greenforest Christian High School,63 (2017),"2.6 Pts, 4.1 Reb, 0.2 Ast",
32,SO,F,6-9,200,"Selma, AL",Crestwood Prep (ON),,"1.0 Pts, 0.6 Reb, 0.0 Ast",
33,FR,G,6-5,220,"Los Angeles, CA",Ribet Academy,,"0.5 Pts, 0.8 Reb, 0.1 Ast",
30,SO,G,6-4,195,"Brooklyn, NY",High School for Environmental Studies,,"1.0 Pts, 0.2 Reb, 0.2 Ast",
25,SO,G,6-5,210,"Houston, TX",Episcopal HS,,"0.8 Pts, 1.0 Reb, 2.2 Ast",
20,FR,G,6-5,200,"Brooklyn, NY",Hillcrest Prep (Ariz.),80 (2021),"0.0 Pts, 0.0 Reb, 0.0 Ast",
